CustomerID,MonetaryValue,Frequency,Recency,Cluster,Segment
13732.0,491.86,1,28,0,High-Value Champions
13735.0,2883.54,4,25,0,High-Value Champions
13736.0,729.8,2,5,0,High-Value Champions
13737.0,339.59999999999997,1,200,1,Lost Customers
13739.0,216.9,1,18,0,High-Value Champions
13740.0,350.75,1,241,1,Lost Customers
13741.0,668.4300000000001,3,72,0,High-Value Champions
13742.0,3107.87,12,17,0,High-Value Champions
13743.0,1341.6,7,3,0,High-Value Champions
13744.0,1080.52,2,95,0,High-Value Champions
13745.0,300.04,1,162,1,Lost Customers
13747.0,79.6,1,374,1,Lost Customers
13748.0,948.25,5,96,0,High-Value Champions
13750.0,1647.26,5,54,0,High-Value Champions
13751.0,296.25,1,288,1,Lost Customers
13752.0,1175.38,6,124,0,High-Value Champions
13753.0,741.26,1,288,1,Lost Customers
13754.0,282.59999999999997,2,152,1,Lost Customers
13755.0,2108.06,9,4,0,High-Value Champions
13756.0,5189.52,14,2,3,New Spenders
13758.0,3190.55,7,12,0,High-Value Champions
13759.0,659.4100000000001,2,33,0,High-Value Champions
13760.0,286.79,2,54,0,High-Value Champions
13761.0,1070.65,2,50,0,High-Value Champions
13762.0,306.72,1,219,1,Lost Customers
13763.0,1714.96,1,63,0,High-Value Champions
13764.0,1519.42,3,71,0,High-Value Champions
13767.0,17220.36,37,2,3,New Spenders
13769.0,2796.51,10,2,0,High-Value Champions
13771.0,2634.45,4,64,0,High-Value Champions
13772.0,1122.63,3,34,0,High-Value Champions
13774.0,345.0,1,82,0,High-Value Champions
13777.0,25977.16,33,1,3,New Spenders
13778.0,178.7,1,103,0,High-Value Champions
13780.0,360.01,2,7,0,High-Value Champions
13781.0,127.84,1,251,1,Lost Customers
13782.0,908.86,6,13,0,High-Value Champions
13784.0,2462.79,11,10,0,High-Value Champions
13786.0,230.39999999999998,1,367,1,Lost Customers
13787.0,309.04,2,76,0,High-Value Champions
13790.0,348.8,1,4,0,High-Value Champions
13791.0,1516.0,2,128,0,High-Value Champions
13792.0,195.55,2,66,0,High-Value Champions
13798.0,37153.85,57,1,3,New Spenders
13799.0,688.86,2,117,0,High-Value Champions
13800.0,558.32,1,310,1,Lost Customers
13801.0,324.8,1,67,0,High-Value Champions
13802.0,4599.42,3,139,0,High-Value Champions
13803.0,277.07,1,255,1,Lost Customers
13804.0,2588.39,7,31,0,High-Value Champions
13805.0,924.6,2,52,0,High-Value Champions
13806.0,256.38,1,64,0,High-Value Champions
13807.0,112.6,1,367,1,Lost Customers
13808.0,1747.66,5,6,0,High-Value Champions
13809.0,155.05,1,305,1,Lost Customers
13810.0,1499.01,3,29,0,High-Value Champions
13811.0,814.5,3,184,1,Lost Customers
13812.0,539.0,3,42,0,High-Value Champions
13813.0,1366.8600000000001,4,40,0,High-Value Champions
13814.0,1579.12,2,92,0,High-Value Champions
13815.0,4027.36,4,22,0,High-Value Champions
13816.0,571.6700000000001,2,24,0,High-Value Champions
13817.0,382.98,2,29,0,High-Value Champions
13819.0,1140.35,3,302,1,Lost Customers
13821.0,385.64,2,145,1,Lost Customers
13822.0,632.0,2,6,0,High-Value Champions
13823.0,957.66,2,19,0,High-Value Champions
13824.0,1698.94,5,33,0,High-Value Champions
13826.0,189.5,1,176,1,Lost Customers
13827.0,409.8,3,58,0,High-Value Champions
13828.0,209.49,1,22,0,High-Value Champions
13831.0,2198.45,6,16,0,High-Value Champions
13832.0,52.199999999999996,1,19,0,High-Value Champions
13833.0,383.85,1,159,1,Lost Customers
13835.0,834.57,4,25,0,High-Value Champions
13837.0,266.59000000000003,2,212,1,Lost Customers
13838.0,674.82,4,6,0,High-Value Champions
13841.0,85.0,1,253,1,Lost Customers
13842.0,3385.62,9,59,0,High-Value Champions
13844.0,361.62,1,11,0,High-Value Champions
13845.0,312.98,1,65,0,High-Value Champions
13846.0,865.0600000000001,3,25,0,High-Value Champions
13848.0,1255.0,3,92,0,High-Value Champions
13849.0,1537.95,2,52,0,High-Value Champions
13850.0,1595.48,1,129,0,High-Value Champions
13851.0,2651.46,3,96,0,High-Value Champions
13853.0,1090.14,1,57,0,High-Value Champions
13854.0,8109.5199999999995,25,9,3,New Spenders
13856.0,388.5,3,169,1,Lost Customers
13858.0,216.17,1,57,0,High-Value Champions
13859.0,201.16,1,326,1,Lost Customers
13860.0,1245.9,5,1,0,High-Value Champions
13862.0,2209.36,8,18,0,High-Value Champions
13863.0,305.78,1,248,1,Lost Customers
13865.0,501.56,4,58,0,High-Value Champions
13866.0,145.67000000000002,1,74,0,High-Value Champions
13867.0,1005.09,3,31,0,High-Value Champions
13868.0,3192.54,2,7,0,High-Value Champions
13869.0,3083.65,4,123,0,High-Value Champions
13870.0,2770.94,8,2,0,High-Value Champions
13871.0,6403.25,13,23,0,High-Value Champions
13873.0,389.6,3,120,0,High-Value Champions
13874.0,540.45,1,358,1,Lost Customers
13875.0,1786.79,5,54,0,High-Value Champions
13876.0,122.7,1,64,0,High-Value Champions
13877.0,117.24,1,86,0,High-Value Champions
13878.0,1271.57,1,55,0,High-Value Champions
13880.0,3219.77,13,21,0,High-Value Champions
13881.0,17159.52,20,4,3,New Spenders
13882.0,1191.13,5,3,0,High-Value Champions
13883.0,2674.48,5,11,0,High-Value Champions
13884.0,787.6,5,7,0,High-Value Champions
13885.0,506.8,2,189,1,Lost Customers
13886.0,243.56,1,71,0,High-Value Champions
13887.0,349.55,1,204,1,Lost Customers
13888.0,595.67,2,120,0,High-Value Champions
13889.0,416.90000000000003,1,93,0,High-Value Champions
13890.0,1883.8100000000002,10,1,0,High-Value Champions
13892.0,632.97,4,27,0,High-Value Champions
13893.0,821.1,1,298,1,Lost Customers
13894.0,564.62,3,24,0,High-Value Champions
13895.0,2593.07,4,28,0,High-Value Champions
13897.0,311.16,1,50,0,High-Value Champions
13898.0,155.93,1,326,1,Lost Customers
13899.0,388.52,2,16,0,High-Value Champions
13900.0,740.95,3,183,1,Lost Customers
13901.0,2867.2,5,72,0,High-Value Champions
13904.0,332.64,2,37,0,High-Value Champions
13908.0,2369.55,4,80,0,High-Value Champions
13911.0,2580.91,9,57,0,High-Value Champions
13914.0,626.45,2,12,0,High-Value Champions
13917.0,272.04,2,50,0,High-Value Champions
13918.0,1212.8400000000001,2,50,0,High-Value Champions
13919.0,384.81,2,59,0,High-Value Champions
13922.0,172.25,1,352,1,Lost Customers
13923.0,351.13,1,54,0,High-Value Champions
13924.0,1838.8500000000001,6,2,0,High-Value Champions
13925.0,678.25,4,93,0,High-Value Champions
13926.0,223.85000000000002,1,23,0,High-Value Champions
13927.0,348.99,1,75,0,High-Value Champions
13928.0,464.57,4,11,0,High-Value Champions
13929.0,842.65,2,169,1,Lost Customers
13930.0,337.34,2,58,0,High-Value Champions
13931.0,1237.53,2,96,0,High-Value Champions
13932.0,307.4,1,295,1,Lost Customers
13933.0,608.7900000000001,2,109,0,High-Value Champions
13934.0,922.1,1,264,1,Lost Customers
13936.0,376.58,1,180,1,Lost Customers
13937.0,158.85,1,169,1,Lost Customers
13938.0,71.66,1,35,0,High-Value Champions
13939.0,568.55,3,23,0,High-Value Champions
13940.0,839.14,4,17,0,High-Value Champions
13941.0,5112.96,5,22,0,High-Value Champions
13946.0,561.5699999999999,3,79,0,High-Value Champions
13947.0,90.6,1,65,0,High-Value Champions
13948.0,102.0,1,361,1,Lost Customers
13949.0,2427.32,6,3,0,High-Value Champions
13950.0,745.06,4,11,0,High-Value Champions
13951.0,674.45,3,176,1,Lost Customers
13952.0,3251.071,2,218,1,Lost Customers
13953.0,3515.68,7,7,0,High-Value Champions
13954.0,439.92,2,2,0,High-Value Champions
13955.0,322.96,2,154,1,Lost Customers
13956.0,1019.27,5,5,0,High-Value Champions
13959.0,594.04,3,79,0,High-Value Champions
13960.0,230.22,2,21,0,High-Value Champions
13962.0,169.55,2,22,0,High-Value Champions
13963.0,664.54,4,308,1,Lost Customers
13967.0,80.7,1,146,1,Lost Customers
13969.0,9024.17,18,7,3,New Spenders
13971.0,2758.26,8,19,0,High-Value Champions
13972.0,190.25,2,71,0,High-Value Champions
13973.0,264.7,1,287,1,Lost Customers
13974.0,413.59000000000003,1,49,0,High-Value Champions
13975.0,2461.2400000000002,6,31,0,High-Value Champions
13976.0,357.98,1,207,1,Lost Customers
13978.0,196.79000000000002,2,15,0,High-Value Champions
13979.0,869.87,1,73,0,High-Value Champions
13980.0,200.14,1,60,0,High-Value Champions
13982.0,1871.81,4,39,0,High-Value Champions
13983.0,2603.43,12,30,0,High-Value Champions
13984.0,920.51,5,27,0,High-Value Champions
13985.0,7060.13,15,4,3,New Spenders
13986.0,320.46,1,17,0,High-Value Champions
13988.0,4147.96,6,20,0,High-Value Champions
13989.0,1266.08,2,66,0,High-Value Champions
13990.0,311.3,1,213,1,Lost Customers
13991.0,852.88,6,12,0,High-Value Champions
13992.0,76.8,1,30,0,High-Value Champions
13993.0,3466.36,9,43,0,High-Value Champions
13994.0,2274.14,6,4,0,High-Value Champions
13995.0,1393.69,5,15,0,High-Value Champions
13999.0,3901.81,12,10,0,High-Value Champions
14000.0,635.66,1,211,1,Lost Customers
14001.0,2043.0800000000002,3,46,0,High-Value Champions
14002.0,529.73,2,134,0,High-Value Champions
14004.0,4582.64,7,43,0,High-Value Champions
14005.0,2874.72,5,10,0,High-Value Champions
14006.0,962.19,3,116,0,High-Value Champions
14009.0,695.61,2,198,1,Lost Customers
14012.0,328.8,1,278,1,Lost Customers
14013.0,473.02,3,110,0,High-Value Champions
14014.0,505.18,1,77,0,High-Value Champions
14015.0,917.34,1,53,0,High-Value Champions
14016.0,4341.21,4,162,1,Lost Customers
14019.0,1421.61,3,47,0,High-Value Champions
14020.0,642.8,2,17,0,High-Value Champions
14021.0,631.9,3,155,1,Lost Customers
14022.0,440.0,1,225,1,Lost Customers
14023.0,584.07,2,7,0,High-Value Champions
14024.0,327.7,2,122,0,High-Value Champions
14027.0,104.82,1,61,0,High-Value Champions
14029.0,467.66,2,63,0,High-Value Champions
14030.0,2358.84,8,18,0,High-Value Champions
14031.0,17286.86,19,7,3,New Spenders
14032.0,2975.59,11,2,0,High-Value Champions
14034.0,648.89,3,22,0,High-Value Champions
14035.0,1428.02,5,29,0,High-Value Champions
14036.0,626.65,1,285,1,Lost Customers
14037.0,147.20000000000002,2,176,1,Lost Customers
14038.0,1560.38,3,78,0,High-Value Champions
14039.0,152.2,1,33,0,High-Value Champions
14040.0,3560.32,12,41,0,High-Value Champions
14041.0,141.41,1,266,1,Lost Customers
14044.0,646.42,4,27,0,High-Value Champions
14045.0,1659.75,4,109,0,High-Value Champions
14046.0,154.99,1,284,1,Lost Customers
14047.0,1308.6100000000001,5,9,0,High-Value Champions
14048.0,409.93,1,305,1,Lost Customers
14049.0,5578.72,4,17,0,High-Value Champions
14050.0,746.36,2,32,0,High-Value Champions
14051.0,15610.390000000001,23,1,3,New Spenders
14052.0,225.36,1,20,0,High-Value Champions
14053.0,260.25,2,124,0,High-Value Champions
14054.0,92.46,1,65,0,High-Value Champions
14055.0,725.6400000000001,1,106,0,High-Value Champions
14056.0,8152.71,23,1,3,New Spenders
14057.0,6211.66,17,24,3,New Spenders
14059.0,183.6,1,267,1,Lost Customers
14060.0,6140.42,19,5,3,New Spenders
14062.0,10464.85,12,10,3,New Spenders
14064.0,1334.34,5,29,0,High-Value Champions
14066.0,152.55,1,267,1,Lost Customers
14067.0,374.7,2,64,0,High-Value Champions
14068.0,265.85,1,320,1,Lost Customers
14071.0,1437.57,8,4,0,High-Value Champions
14073.0,151.04,1,32,0,High-Value Champions
14075.0,942.26,3,5,0,High-Value Champions
14076.0,118.67,1,129,0,High-Value Champions
14077.0,499.41999999999996,5,41,0,High-Value Champions
14078.0,1049.37,6,102,0,High-Value Champions
14079.0,375.1,1,125,0,High-Value Champions
14080.0,45.599999999999994,1,33,0,High-Value Champions
14081.0,921.62,2,302,1,Lost Customers
14082.0,182.25,1,365,1,Lost Customers
14083.0,1002.9,9,4,0,High-Value Champions
14085.0,4421.29,18,2,3,New Spenders
14087.0,191.47,1,3,0,High-Value Champions
14088.0,50491.81,13,10,3,New Spenders
14089.0,158.75,1,57,0,High-Value Champions
14090.0,76.32000000000001,1,325,1,Lost Customers
14092.0,4076.91,14,8,0,High-Value Champions
14093.0,433.86,1,12,0,High-Value Champions
14096.0,65164.79,17,4,3,New Spenders
14098.0,147.35,1,37,0,High-Value Champions
14099.0,3104.17,11,16,0,High-Value Champions
14100.0,191.95000000000002,1,138,0,High-Value Champions
14101.0,5976.79,6,74,0,High-Value Champions
14102.0,1105.8799999999999,5,5,0,High-Value Champions
14104.0,216.20999999999998,2,155,1,Lost Customers
14105.0,1266.23,1,239,1,Lost Customers
14107.0,2703.23,7,52,0,High-Value Champions
14108.0,597.91,2,31,0,High-Value Champions
14109.0,144.2,1,73,0,High-Value Champions
14110.0,5683.15,12,4,0,High-Value Champions
14111.0,692.85,4,14,0,High-Value Champions
14112.0,2915.15,7,23,0,High-Value Champions
14113.0,1840.42,4,4,0,High-Value Champions
14114.0,386.53,2,274,1,Lost Customers
14116.0,1382.74,5,20,0,High-Value Champions
14117.0,90.0,1,144,1,Lost Customers
14121.0,2780.15,4,4,0,High-Value Champions
14124.0,419.58000000000004,1,84,0,High-Value Champions
14125.0,2720.63,3,11,0,High-Value Champions
14126.0,706.1300000000001,3,8,0,High-Value Champions
14127.0,709.71,3,123,0,High-Value Champions
14128.0,637.5,2,61,0,High-Value Champions
14129.0,1123.8600000000001,5,2,0,High-Value Champions
14130.0,480.91,1,319,1,Lost Customers
14132.0,3586.0299999999997,11,2,0,High-Value Champions
14133.0,605.64,3,130,0,High-Value Champions
14135.0,4690.31,15,2,3,New Spenders
14138.0,965.8800000000001,2,2,0,High-Value Champions
14139.0,415.82,1,46,0,High-Value Champions
14140.0,935.05,2,4,0,High-Value Champions
14141.0,915.13,4,3,0,High-Value Champions
14142.0,311.81,1,373,1,Lost Customers
14143.0,115.8,1,134,0,High-Value Champions
14145.0,3742.2,4,47,0,High-Value Champions
14146.0,4191.0,5,9,0,High-Value Champions
14147.0,483.4,2,78,0,High-Value Champions
14148.0,157.2,1,234,1,Lost Customers
14149.0,446.62,1,221,1,Lost Customers
14150.0,658.64,2,36,0,High-Value Champions
14152.0,621.29,2,75,0,High-Value Champions
14154.0,1345.62,2,239,1,Lost Customers
14155.0,118.75,1,266,1,Lost Customers
14156.0,117210.08,55,10,2,At-Risk Loyalists
14157.0,424.89000000000004,2,20,0,High-Value Champions
14158.0,507.66,1,40,0,High-Value Champions
14159.0,4630.35,11,20,0,High-Value Champions
14161.0,1097.6200000000001,3,216,1,Lost Customers
14162.0,289.36,2,174,1,Lost Customers
14163.0,2445.91,4,87,0,High-Value Champions
14164.0,1631.77,2,71,0,High-Value Champions
14165.0,120.44,1,276,1,Lost Customers
14167.0,562.59,4,39,0,High-Value Champions
14171.0,363.79,1,98,0,High-Value Champions
14173.0,450.84,4,11,0,High-Value Champions
14174.0,134.46,1,33,0,High-Value Champions
14175.0,3222.3,3,60,0,High-Value Champions
14176.0,576.9000000000001,4,297,1,Lost Customers
14177.0,549.46,4,86,0,High-Value Champions
14178.0,1600.26,7,9,0,High-Value Champions
14179.0,701.57,2,41,0,High-Value Champions
14180.0,4748.52,25,11,3,New Spenders
14184.0,452.89,1,67,0,High-Value Champions
14185.0,197.65,1,331,1,Lost Customers
14188.0,2054.36,6,31,0,High-Value Champions
14189.0,4654.08,15,2,3,New Spenders
14191.0,4684.76,13,2,0,High-Value Champions
14193.0,853.39,2,68,0,High-Value Champions
14194.0,11349.52,21,5,3,New Spenders
14195.0,1012.0,2,202,1,Lost Customers
14196.0,335.52,1,107,0,High-Value Champions
14198.0,701.4,4,18,0,High-Value Champions
14199.0,185.39999999999998,1,218,1,Lost Customers
14201.0,747.44,7,60,0,High-Value Champions
14204.0,150.61,1,2,0,High-Value Champions
14205.0,466.7,2,17,0,High-Value Champions
14206.0,328.15999999999997,1,239,1,Lost Customers
14208.0,151.74,1,95,0,High-Value Champions
14209.0,2073.43,6,11,0,High-Value Champions
14210.0,1905.8400000000001,6,106,0,High-Value Champions
14211.0,2241.1,9,53,0,High-Value Champions
14212.0,1070.48,1,90,0,High-Value Champions
14214.0,1004.38,5,31,0,High-Value Champions
14215.0,1789.72,6,12,0,High-Value Champions
14216.0,1839.3,4,3,0,High-Value Champions
14217.0,2004.98,17,2,3,New Spenders
14218.0,169.48000000000002,1,43,0,High-Value Champions
14219.0,89.94,1,4,0,High-Value Champions
14220.0,632.4,2,247,1,Lost Customers
14221.0,3432.8,9,42,0,High-Value Champions
14222.0,683.17,1,177,1,Lost Customers
14223.0,991.13,3,92,0,High-Value Champions
14224.0,1009.73,4,110,0,High-Value Champions
14226.0,2214.79,5,29,0,High-Value Champions
14227.0,3350.96,10,26,0,High-Value Champions
14229.0,1547.2,3,52,0,High-Value Champions
14231.0,925.71,3,184,1,Lost Customers
14232.0,2048.07,5,43,0,High-Value Champions
14233.0,1462.72,4,49,0,High-Value Champions
14234.0,754.12,4,22,0,High-Value Champions
14235.0,3144.86,5,75,0,High-Value Champions
14236.0,490.86,2,81,0,High-Value Champions
14237.0,161.0,1,373,1,Lost Customers
14238.0,146.85,1,326,1,Lost Customers
14239.0,2380.85,11,43,0,High-Value Champions
14240.0,890.34,2,30,0,High-Value Champions
14241.0,213.70000000000002,1,184,1,Lost Customers
14242.0,280.55,2,235,1,Lost Customers
14243.0,2588.77,10,9,0,High-Value Champions
14245.0,1693.45,2,220,1,Lost Customers
14246.0,1474.06,3,111,0,High-Value Champions
14247.0,136.76999999999998,1,278,1,Lost Customers
14248.0,302.58,1,318,1,Lost Customers
14250.0,1904.05,3,7,0,High-Value Champions
14251.0,2879.7000000000003,5,2,0,High-Value Champions
14256.0,969.0600000000001,2,260,1,Lost Customers
14257.0,3099.7200000000003,5,64,0,High-Value Champions
14258.0,12669.98,9,9,0,High-Value Champions
14259.0,120.0,1,142,0,High-Value Champions
14261.0,1163.45,2,51,0,High-Value Champions
14262.0,2618.23,8,8,0,High-Value Champions
14264.0,333.97,2,155,1,Lost Customers
14265.0,530.18,2,109,0,High-Value Champions
14267.0,1516.24,3,163,1,Lost Customers
14270.0,492.65000000000003,1,332,1,Lost Customers
14271.0,112.32,1,226,1,Lost Customers
14272.0,437.96,2,74,0,High-Value Champions
14273.0,559.97,4,51,0,High-Value Champions
14276.0,1119.74,3,99,0,High-Value Champions
14277.0,4188.0,3,15,0,High-Value Champions
14280.0,134.04,1,197,1,Lost Customers
14282.0,3701.44,15,3,3,New Spenders
14284.0,595.25,2,31,0,High-Value Champions
14285.0,1910.01,4,21,0,High-Value Champions
14286.0,4628.75,3,24,0,High-Value Champions
14287.0,176.63,3,8,0,High-Value Champions
14288.0,426.6,1,213,1,Lost Customers
14289.0,911.26,6,9,0,High-Value Champions
14290.0,2314.65,5,11,0,High-Value Champions
14291.0,3883.25,11,2,0,High-Value Champions
14292.0,4871.93,9,8,0,High-Value Champions
14293.0,1046.56,4,3,0,High-Value Champions
14295.0,166.20000000000002,1,40,0,High-Value Champions
14297.0,1305.33,4,18,0,High-Value Champions
14298.0,51527.3,44,8,3,New Spenders
14299.0,3965.62,9,8,0,High-Value Champions
14300.0,43.2,1,19,0,High-Value Champions
14301.0,640.14,1,117,0,High-Value Champions
14304.0,383.45,1,223,1,Lost Customers
14305.0,1858.96,3,71,0,High-Value Champions
14306.0,2093.32,2,51,0,High-Value Champions
14307.0,2995.72,6,89,0,High-Value Champions
14309.0,2352.53,9,8,0,High-Value Champions
14311.0,310.26,1,243,1,Lost Customers
14312.0,1611.59,6,47,0,High-Value Champions
14314.0,120.0,1,107,0,High-Value Champions
14315.0,2481.13,6,45,0,High-Value Champions
14317.0,508.58000000000004,1,65,0,High-Value Champions
14320.0,477.79,2,207,1,Lost Customers
14321.0,1530.75,5,11,0,High-Value Champions
14323.0,605.0600000000001,2,115,0,High-Value Champions
14326.0,183.85,1,242,1,Lost Customers
14327.0,311.65,1,163,1,Lost Customers
14329.0,4975.24,7,17,0,High-Value Champions
14331.0,462.65999999999997,2,124,0,High-Value Champions
14332.0,840.21,3,23,0,High-Value Champions
14333.0,415.2,1,68,0,High-Value Champions
14334.0,2552.21,8,17,0,High-Value Champions
14335.0,454.86,2,16,0,High-Value Champions
14336.0,1614.91,4,17,0,High-Value Champions
14338.0,588.22,2,161,1,Lost Customers
14339.0,309.52,1,243,1,Lost Customers
14340.0,134.7,1,219,1,Lost Customers
14341.0,2166.98,8,45,0,High-Value Champions
14342.0,668.5600000000001,4,21,0,High-Value Champions
14344.0,889.9300000000001,8,127,0,High-Value Champions
14345.0,108.97999999999999,1,39,0,High-Value Champions
14346.0,1021.58,2,121,0,High-Value Champions
14348.0,409.57,1,260,1,Lost Customers
14349.0,133.5,1,10,0,High-Value Champions
14350.0,282.93,1,274,1,Lost Customers
14351.0,51.0,1,165,1,Lost Customers
14352.0,1078.96,4,157,1,Lost Customers
14353.0,90.6,1,215,1,Lost Customers
14354.0,163.62,2,6,0,High-Value Champions
14355.0,174.4,1,366,1,Lost Customers
14356.0,701.23,2,80,0,High-Value Champions
14357.0,225.12,1,43,0,High-Value Champions
14359.0,912.18,3,19,0,High-Value Champions
14360.0,2118.03,4,32,0,High-Value Champions
14362.0,151.5,1,22,0,High-Value Champions
14364.0,3717.35,8,109,0,High-Value Champions
14367.0,9227.82,16,8,3,New Spenders
14368.0,155.0,1,320,1,Lost Customers
14371.0,100.5,1,295,1,Lost Customers
14373.0,76.55,1,358,1,Lost Customers
14375.0,235.56,1,185,1,Lost Customers
14377.0,617.05,2,191,1,Lost Customers
14379.0,348.1,2,44,0,High-Value Champions
14381.0,202.68,1,52,0,High-Value Champions
14382.0,615.49,1,26,0,High-Value Champions
14383.0,1247.69,3,38,0,High-Value Champions
14385.0,202.11,3,9,0,High-Value Champions
14386.0,142.4,1,297,1,Lost Customers
14387.0,1727.6,3,33,0,High-Value Champions
14388.0,3212.84,8,10,0,High-Value Champions
14389.0,1043.46,2,65,0,High-Value Champions
14390.0,4642.57,9,10,0,High-Value Champions
14393.0,67.95,1,218,1,Lost Customers
14395.0,3479.91,9,2,0,High-Value Champions
14396.0,487.99,2,65,0,High-Value Champions
14397.0,2612.96,19,3,3,New Spenders
14400.0,574.7,1,149,1,Lost Customers
14401.0,4051.48,13,4,0,High-Value Champions
14403.0,1475.81,4,130,0,High-Value Champions
14404.0,1449.32,6,34,0,High-Value Champions
14406.0,156.75,1,119,0,High-Value Champions
14407.0,2157.73,6,107,0,High-Value Champions
14408.0,2599.03,7,11,0,High-Value Champions
14409.0,2059.4500000000003,6,71,0,High-Value Champions
14410.0,1100.27,9,92,0,High-Value Champions
14411.0,1063.0,1,311,1,Lost Customers
14412.0,770.03,2,43,0,High-Value Champions
14413.0,121.05,1,362,1,Lost Customers
14414.0,1496.98,7,92,0,High-Value Champions
14415.0,5855.57,13,1,0,High-Value Champions
14416.0,490.22,2,22,0,High-Value Champions
14418.0,1937.25,3,4,0,High-Value Champions
14419.0,1051.79,6,11,0,High-Value Champions
14420.0,387.52,1,99,0,High-Value Champions
14421.0,813.11,2,57,0,High-Value Champions
14422.0,4263.64,6,1,0,High-Value Champions
14423.0,265.2,1,218,1,Lost Customers
14424.0,322.08,1,18,0,High-Value Champions
14426.0,4481.67,10,24,0,High-Value Champions
14427.0,363.34000000000003,2,50,0,High-Value Champions
14428.0,1224.06,5,7,0,High-Value Champions
14431.0,470.36,1,303,1,Lost Customers
14432.0,2248.5,6,10,0,High-Value Champions
14434.0,1372.8,6,22,0,High-Value Champions
14436.0,89.06,1,99,0,High-Value Champions
14437.0,63.0,1,366,1,Lost Customers
14438.0,131.9,1,306,1,Lost Customers
14439.0,2661.24,1,320,1,Lost Customers
14440.0,2357.6800000000003,5,8,0,High-Value Champions
14441.0,1712.89,4,1,0,High-Value Champions
14442.0,1589.82,2,205,1,Lost Customers
14443.0,1420.2,4,54,0,High-Value Champions
14446.0,1010.35,4,1,0,High-Value Champions
14447.0,1163.23,5,19,0,High-Value Champions
14448.0,375.35,2,9,0,High-Value Champions
14449.0,885.8,4,19,0,High-Value Champions
14450.0,483.25,3,181,1,Lost Customers
14451.0,643.9,2,60,0,High-Value Champions
14452.0,259.05,2,11,0,High-Value Champions
14453.0,119.93,1,190,1,Lost Customers
14456.0,3017.28,9,5,0,High-Value Champions
14457.0,113.64,1,311,1,Lost Customers
14459.0,1837.92,1,155,1,Lost Customers
14460.0,434.34,3,110,0,High-Value Champions
14461.0,2103.06,3,148,1,Lost Customers
14462.0,1980.57,11,66,0,High-Value Champions
14463.0,529.62,3,98,0,High-Value Champions
14465.0,1038.44,3,247,1,Lost Customers
14466.0,2272.4,7,29,0,High-Value Champions
14467.0,596.26,4,18,0,High-Value Champions
14470.0,461.19,2,12,0,High-Value Champions
14472.0,1852.67,8,104,0,High-Value Champions
14473.0,234.34000000000003,2,74,0,High-Value Champions
14474.0,547.66,1,46,0,High-Value Champions
14475.0,925.85,3,72,0,High-Value Champions
14476.0,193.0,1,257,1,Lost Customers
14477.0,1309.6,4,20,0,High-Value Champions
14479.0,316.25,2,254,1,Lost Customers
14480.0,279.05,1,11,0,High-Value Champions
14481.0,636.51,2,165,1,Lost Customers
14482.0,2022.81,6,18,0,High-Value Champions
14483.0,137.1,1,282,1,Lost Customers
14484.0,321.92,1,50,0,High-Value Champions
14485.0,162.8,1,39,0,High-Value Champions
14487.0,1165.48,6,27,0,High-Value Champions
14488.0,1064.28,1,68,0,High-Value Champions
14489.0,463.38,1,207,1,Lost Customers
14491.0,340.93,2,175,1,Lost Customers
14493.0,2383.2400000000002,5,7,0,High-Value Champions
14494.0,139.56,1,26,0,High-Value Champions
14495.0,123.8,2,51,0,High-Value Champions
14496.0,538.8100000000001,2,312,1,Lost Customers
14497.0,475.37,1,309,1,Lost Customers
14498.0,1957.32,5,43,0,High-Value Champions
14499.0,808.44,3,26,0,High-Value Champions
14500.0,356.85,3,88,0,High-Value Champions
14501.0,251.21,2,184,1,Lost Customers
14502.0,2429.83,11,20,0,High-Value Champions
14503.0,3543.26,6,3,0,High-Value Champions
14504.0,673.26,4,47,0,High-Value Champions
14505.0,5859.43,8,17,0,High-Value Champions
14506.0,1960.65,5,17,0,High-Value Champions
14507.0,1367.88,6,24,0,High-Value Champions
14508.0,268.05,2,22,0,High-Value Champions
14511.0,1314.81,5,11,0,High-Value Champions
14512.0,275.28,2,188,1,Lost Customers
14513.0,455.59000000000003,3,101,0,High-Value Champions
14514.0,990.2,3,61,0,High-Value Champions
14515.0,2076.89,6,18,0,High-Value Champions
14517.0,330.45,2,33,0,High-Value Champions
14518.0,174.37,1,64,0,High-Value Champions
14520.0,270.6,2,2,0,High-Value Champions
14522.0,974.54,4,24,0,High-Value Champions
14523.0,241.09,1,108,0,High-Value Champions
14524.0,1843.83,9,32,0,High-Value Champions
14525.0,4215.9,9,20,0,High-Value Champions
14527.0,8507.13,55,3,3,New Spenders
14528.0,364.21999999999997,1,37,0,High-Value Champions
14529.0,578.61,3,60,0,High-Value Champions
14530.0,2862.11,6,26,0,High-Value Champions
14532.0,932.85,4,236,1,Lost Customers
14533.0,1949.72,7,25,0,High-Value Champions
14534.0,4397.3,18,3,3,New Spenders
14535.0,2854.84,3,60,0,High-Value Champions
14536.0,170.95,1,260,1,Lost Customers
14537.0,355.56,1,58,0,High-Value Champions
14538.0,388.25,2,65,0,High-Value Champions
14539.0,537.48,2,16,0,High-Value Champions
14540.0,952.66,3,10,0,High-Value Champions
14541.0,1453.35,8,59,0,High-Value Champions
14542.0,103.25,1,186,1,Lost Customers
14543.0,3599.73,16,29,3,New Spenders
14544.0,2004.3,2,24,0,High-Value Champions
